Article URL,Article Title
https://asteriskmag.com/issues/03/what-we-get-wrong-about-ai-china,03: AI What We Get Wrong About AI & China Jeffrey Ding technology 06/2023
https://asteriskmag.com/issues/03/crash-testing-gpt-4,03: AI Crash Testing GPT-4 Beth Barnes existential risk 06/2023
https://asteriskmag.com/issues/03/ai-isn-t-coming-for-tech-jobs-yet,03: AI AI Isn’t Coming for Tech Jobs—Yet Jonathan Mann forecasting 06/2023
https://asteriskmag.com/issues/03/growing-up-overnight,03: AI Growing Up Overnight graphic 06/2023
https://asteriskmag.com/issues/03/why-worry,03: AI Why Worry? The Editors editorial 06/2023
https://asteriskmag.com/issues/02/is-cultivated-meat-for-real,02: Food Is Cultivated Meat For Real? Robert Yaman science 03/2023
https://asteriskmag.com/issues/02/salt-sugar-water-zinc-how-scientists-learned-to-treat-the-20th-century-s-biggest-killer-of-children,"02: Food Salt, Sugar, Water, Zinc: How Scientists Learned to Treat the 20th Century’s Biggest Killer of Children Matt Reynolds history science 03/2023"
https://asteriskmag.com/issues/02/my-primal-scream-of-rage-the-big-alcohol-study-that-didn-t-happen,02: Food My Primal Scream of Rage: The Big Alcohol Study That Didn't Happen Dynomight science 03/2023
https://asteriskmag.com/issues/02/read-this-not-that-the-hidden-cost-of-nutrition-misinformation,"02: Food Read This, Not That: The Hidden Cost of Nutrition Misinformation Stephan Guyenet science 03/2023"
https://asteriskmag.com/issues/02/america-doesn-t-know-tofu,02: Food America Doesn’t Know Tofu George Stiffman culture 03/2023
https://asteriskmag.com/issues/02/cows-vs-chemists-the-health-debates-over-plant-based-meat,02: Food Cows vs. Chemists: The Health Debates Over Plant-Based Meat Jake Eaton science 03/2023
https://asteriskmag.com/issues/02/what-i-won-t-eat,02: Food What I Won’t Eat Georgia Ray culture animals 03/2023
https://asteriskmag.com/issues/02/animal-welfare-in-the-anthropocene,02: Food Animal Welfare in the Anthropocene Jordan Hampton animals interview 03/2023
https://asteriskmag.com/issues/02/beyond-staple-grains,02: Food Beyond Staple Grains Prabhu Pingali history economics interview 03/2023
https://asteriskmag.com/issues/02/feeding-the-world-without-sunlight,02: Food Feeding the World Without Sunlight Mike Hinge interview existential risk 03/2023
https://asteriskmag.com/issues/02/the-virtue-of-wonder-martha-nussbaum-s-justice-for-animals,02: Food The Virtue of Wonder: Martha Nussbaum’s Justice for Animals Ozy Brennan culture animals review 03/2023
https://asteriskmag.com/issues/02/what-comes-after-covid,02: Food What Comes After COVID Juan Cambeiro forecasting 03/2023
https://asteriskmag.com/issues/02/aperitif,02: Food Aperitif The Editors editorial 03/2023
https://asteriskmag.com/issues/01/they-may-as-well-grow-on-trees-the-future-of-genetically-engineered-livestock,01: Inaugural Issue They May as Well Grow on Trees Xander Balwit fiction 11/2022
https://asteriskmag.com/issues/01/the-illogic-of-nuclear-escalation,01: Inaugural Issue The Illogic of Nuclear Escalation Fred Kaplan history technology 11/2022
https://asteriskmag.com/issues/01/china-s-silicon-future,01: Inaugural Issue China’s Silicon Future Karson Elmgren technology 11/2022
https://asteriskmag.com/issues/01/is-wine-fake,01: Inaugural Issue Is Wine Fake? Scott Alexander science culture 11/2022
https://asteriskmag.com/issues/01/why-isn-t-the-whole-world-rich,01: Inaugural Issue Why Isn’t the Whole World Rich? Dietrich Vollrath economics 11/2022
https://asteriskmag.com/issues/01/rebuilding-after-the-replication-crisis,01: Inaugural Issue Rebuilding After the Replication Crisis Stuart Ritchie science 11/2022
https://asteriskmag.com/issues/01/how-to-prevent-the-next-pandemic,01: Inaugural Issue How to Prevent the Next Pandemic Kevin Esvelt science existential risk interview 11/2022
https://asteriskmag.com/issues/01/making-sense-of-moral-change,01: Inaugural Issue Making Sense of Moral Change Christopher Leslie Brown history interview 11/2022
https://asteriskmag.com/issues/01/review-what-we-owe-the-future,01: Inaugural Issue What We Owe The Future Kelsey Piper culture existential risk review 11/2022
https://asteriskmag.com/issues/01/modeling-the-end-of-monkeypox,01: Inaugural Issue Modeling the End of Monkeypox Jared Leibowich forecasting health 11/2022
https://asteriskmag.com/issues/01/note-to-the-reader,01: Inaugural Issue Note to the Reader The Editors editorial 11/2022
